# conf-name,group-name,topo,ptf_image_name,ptf,ptf_ip,ptf_ipv6,server,vm_base,dut,inv_name,auto_recover,comment
sfd-vt2,sfd-vt2,t2,docker-ptf,ptf_vt2,1.72.33.204/16,fc0b::1/64,server_1,VM0100,sfd-vt2-lc0;sfd-vt2-lc1;sfd-vt2-lc2;sfd-vt2-sup,lab,True,Tests SFD T2 - Vanguard setup
